Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonal Tag,Supplier Lead Time (days),Product Rating,Return Rate,Stockout Indicator,Store Type,Customer Footfall
20-03-2022,S001,Coffee Crunch Bar,Toys,North,361,14,30,211.03,487.51,8,Sunny,0,462.54,Autumn,11,2.1,0.048,0,Large,83
23-06-2022,S001,Vanilla Cone,Clothing,East,277,229,147,258.73,305.92,8,Rainy,0,278.24,Summer,5,2.6,0.16,0,Small,985
01-04-2022,S004,Pineapple Ice Cream,Toys,South,413,195,7,186.55,139.69,44,Sunny,1,164.47,Autumn,6,4.5,0.054,0,Medium,625
15-03-2022,S004,Dark Fantasy Cookie,Electronics,South,189,63,33,101.95,155.03,49,Cloudy,0,164.96,Winter,7,1.1,0.041,0,Medium,874
25-02-2022,S005,Mint Choco Stick,Clothing,South,56,2,108,73.04,345.47,9,Snowy,1,403.51,Spring,8,1.1,0.031,0,Small,116
26-01-2022,S001,Vanilla Cone,Groceries,North,445,224,83,59.36,467.72,10,Cloudy,0,492.43,Spring,2,1.6,0.132,0,Large,649
01-02-2022,S003,Oreo Biscuit,Toys,West,337,300,15,160.54,138.63,48,Sunny,0,156.02,Autumn,13,1.1,0.161,0,Small,83
08-04-2022,S002,Cheese Crackers,Toys,West,490,287,175,113.72,36.64,22,Rainy,1,35.03,Winter,14,4.7,0.046,0,Small,894
21-03-2022,S004,Peanut Chikki Bar,Clothing,North,174,11,173,182.14,366.12,50,Snowy,0,304.26,Spring,1,3.2,0.008,0,Large,363
26-02-2022,S001,Strawberry Sundae,Toys,South,276,17,144,57.63,216.76,25,Rainy,1,190.13,Spring,12,2.8,0.149,0,Medium,703
16-01-2022,S005,Vanilla Cone,Toys,North,99,10,190,230.78,21.02,1,Rainy,1,21.97,Summer,1,1.3,0.099,0,Medium,372
04-04-2022,S001,Caramel Popcorn,Groceries,West,200,62,32,160.04,487.04,9,Sunny,0,404.91,Autumn,2,1.3,0.018,0,Medium,820
31-03-2022,S003,Chocolate IceCream,Toys,East,52,17,197,167.23,272.71,9,Rainy,1,297.09,Winter,7,3,0.002,0,Large,189
16-02-2022,S004,Dairy Milk Chocolate,Toys,East,51,6,197,82.72,40.67,5,Sunny,0,45.32,Spring,8,3.2,0.182,0,Small,739
18-04-2022,S003,Dark Fantasy Cookie,Groceries,South,334,259,12,286.6,145.29,20,Rainy,0,138.13,Autumn,4,1.4,0.198,0,Medium,360
31-01-2022,S002,Dark Fantasy Cookie,Electronics,North,89,57,99,263.63,361.39,21,Rainy,0,403.13,Spring,7,2.1,0.169,0,Medium,687
05-03-2022,S001,Chocolate IceCream,Groceries,North,435,300,30,233.47,218.81,24,Sunny,1,207.09,Spring,10,3.8,0.126,0,Large,183
04-02-2022,S003,Strawberry Sundae,Electronics,East,125,31,196,244.98,21.94,22,Rainy,1,22.59,Spring,11,4.4,0.195,0,Small,416
20-01-2022,S003,Vanilla Cone,Groceries,West,229,142,154,194.3,438.67,2,Cloudy,0,509.56,Winter,12,4.1,0.091,0,Large,347
08-02-2022,S002,Coffee Crunch Bar,Electronics,East,373,68,178,253.35,109.07,32,Sunny,1,106.89,Summer,11,2.9,0.066,0,Medium,76
09-06-2022,S004,Caramel Popcorn,Electronics,South,106,63,38,297.44,377.68,15,Sunny,0,361.91,Spring,6,3.8,0.18,0,Large,520
28-02-2022,S001,Peanut Chikki Bar,Groceries,North,391,43,198,103.9,119.4,15,Cloudy,1,119.17,Autumn,14,4.6,0.148,0,Small,177
11-01-2022,S003,Mint Choco Stick,Toys,West,195,95,83,75.45,436.51,11,Snowy,1,476.04,Winter,14,1.1,0.188,0,Small,889
15-03-2022,S004,Strawberry Sundae,Clothing,East,421,26,185,61.08,182.36,16,Snowy,1,154.22,Autumn,7,3.8,0.05,0,Small,968
03-03-2022,S001,Mint Choco Stick,Electronics,West,487,31,145,298.91,332.59,38,Snowy,1,325.34,Autumn,7,3.3,0.073,0,Small,842
15-03-2022,S005,Dark Fantasy Cookie,Groceries,North,383,54,171,195.94,311.08,25,Rainy,0,372.84,Summer,5,1,0.117,0,Small,895
03-06-2022,S001,Chocolate IceCream,Clothing,East,193,142,112,165.03,299.15,9,Sunny,1,349.47,Spring,3,1.9,0.199,0,Medium,1000
14-02-2022,S002,Blueberry Muffin,Clothing,North,150,107,124,157.69,228.32,44,Rainy,0,223.28,Autumn,3,4.2,0.134,0,Medium,612
25-04-2022,S004,KitKat Bar,Groceries,South,314,99,175,216.56,318.57,4,Snowy,0,328.96,Summer,7,1.5,0.188,0,Small,603
16-01-2022,S001,KitKat Bar,Clothing,West,348,106,104,180.78,254.93,6,Sunny,1,237.54,Spring,14,4.2,0.023,0,Medium,255
28-03-2022,S003,Chocolate Donut,Groceries,East,65,40,161,122.8,55.81,10,Sunny,1,52.86,Summer,5,1.2,0.082,0,Medium,450
03-03-2022,S004,Vanilla Cone,Toys,West,419,254,156,150.69,463.52,46,Cloudy,0,430.31,Autumn,11,1.2,0.063,0,Large,674
12-04-2022,S001,Mint Choco Stick,Clothing,South,368,19,40,225.73,68.82,34,Sunny,0,62.09,Summer,2,2.3,0.099,0,Large,665
25-04-2022,S004,Mango Ice Cream,Electronics,East,85,30,181,152.95,404.27,50,Rainy,1,462.48,Autumn,3,3.5,0.147,0,Medium,930
28-06-2022,S004,Oreo Biscuit,Clothing,West,117,21,184,147.34,316.87,34,Rainy,0,334,Spring,10,3.3,0.093,0,Large,902
03-04-2022,S005,Chocolate IceCream,Electronics,South,318,22,124,293.94,382.63,11,Cloudy,0,431.92,Summer,2,3.6,0.082,0,Large,437
20-06-2022,S005,Dark Fantasy Cookie,Toys,South,319,240,4,174.7,402.9,45,Rainy,0,413.71,Spring,8,3.6,0.148,0,Medium,288
25-02-2022,S002,Lays Chips,Groceries,West,71,53,171,156.35,269.2,11,Rainy,0,229.18,Summer,13,2.6,0.083,0,Medium,469
24-05-2022,S002,Coffee Crunch Bar,Groceries,North,327,140,96,189.61,212.42,30,Sunny,0,205.29,Winter,8,3.8,0.156,0,Medium,768
14-04-2022,S001,Pineapple Ice Cream,Toys,East,62,28,91,171.39,353.25,46,Cloudy,1,421.07,Autumn,7,2.1,0.128,0,Small,925
25-06-2022,S003,Choco Lava Cake,Electronics,East,449,375,24,113.8,306.51,2,Sunny,0,280.63,Spring,13,3.5,0.196,0,Large,290
05-02-2022,S005,Oreo Biscuit,Electronics,West,112,57,12,91.54,95.43,13,Cloudy,1,106.91,Autumn,7,3.1,0.182,0,Large,760
22-06-2022,S002,Chocolate Donut,Electronics,West,87,64,72,291.34,380.9,31,Sunny,1,321.07,Spring,14,1.6,0.16,0,Small,851
08-04-2022,S003,Peanut Chikki Bar,Toys,East,190,53,110,264.17,124.25,26,Rainy,0,99.75,Summer,3,4.8,0.068,0,Small,613
23-05-2022,S005,Mango Ice Cream,Toys,West,175,67,165,75.49,322.66,12,Snowy,1,318.36,Winter,8,3.9,0.029,0,Small,454
29-04-2022,S001,KitKat Bar,Clothing,North,490,348,6,214.31,195.03,37,Snowy,0,181.26,Spring,2,1.3,0.156,0,Small,364
15-05-2022,S002,Vanilla Cone,Toys,West,406,53,147,164.2,286.54,4,Sunny,0,257.01,Autumn,12,4.2,0.063,0,Medium,481
09-02-2022,S004,Chocolate IceCream,Clothing,South,345,164,44,122.63,366.17,47,Cloudy,1,427.03,Winter,4,4,0.009,0,Small,761
11-04-2022,S004,Butter Scotch Cup,Toys,North,416,331,115,239.46,176.67,41,Rainy,1,165.79,Autumn,4,4.9,0.067,0,Medium,884
25-04-2022,S003,Fruit Jelly Cup,Toys,East,201,15,88,288.69,35.01,13,Snowy,0,32.13,Winter,3,2.9,0.11,0,Small,582
12-06-2022,S004,Fruit Jelly Cup,Toys,West,261,75,11,124,339.01,11,Sunny,0,350.56,Spring,6,4.1,0.185,0,Medium,642
01-03-2022,S005,Oreo Biscuit,Toys,East,233,51,30,234.43,443.55,0,Sunny,0,364.19,Spring,8,3.6,0.095,0,Small,615
10-01-2022,S002,Oreo Biscuit,Clothing,North,125,43,63,259.01,88.64,43,Sunny,0,104.56,Summer,8,2.4,0.036,0,Small,153
30-05-2022,S002,KitKat Bar,Toys,South,234,222,56,265.91,168.45,7,Snowy,0,201.33,Winter,2,1.5,0.091,0,Medium,714
05-05-2022,S004,Fruit Jelly Cup,Clothing,West,448,223,103,151.7,32.04,8,Rainy,1,30.11,Autumn,13,3.4,0.035,0,Small,750
06-01-2022,S002,Oreo Biscuit,Toys,East,376,170,156,149.8,305.6,3,Sunny,1,304.83,Winter,10,1.7,0.17,0,Small,310
10-03-2022,S003,KitKat Bar,Groceries,South,69,7,193,59.42,186.07,49,Rainy,1,161.12,Autumn,12,1.9,0.126,0,Medium,143
18-02-2022,S005,Dark Fantasy Cookie,Clothing,North,104,57,140,113.69,214.88,35,Cloudy,0,204.93,Autumn,14,2.4,0.115,0,Medium,412
24-02-2022,S002,Butter Scotch Cup,Electronics,East,140,57,33,192.35,407.92,3,Rainy,1,474.82,Summer,6,3.7,0.184,0,Large,259
17-04-2022,S003,Blueberry Muffin,Toys,East,89,64,137,299.39,239.19,10,Sunny,1,283.38,Spring,13,2,0.091,0,Small,998
05-01-2022,S004,Dairy Milk Chocolate,Electronics,East,146,11,70,273.88,260.54,5,Sunny,1,290.49,Spring,11,2,0.026,0,Large,772
27-02-2022,S001,Blueberry Muffin,Clothing,North,483,406,43,237.28,81.2,35,Sunny,0,71.42,Autumn,1,1,0.025,0,Large,882
11-02-2022,S003,Pineapple Ice Cream,Groceries,North,211,37,42,264.15,97.55,16,Snowy,1,91.44,Winter,4,4.7,0.11,0,Large,888
10-06-2022,S005,Butter Scotch Cup,Clothing,West,78,25,94,229.48,152.92,27,Rainy,1,137.73,Spring,9,3.5,0.103,0,Large,242
12-02-2022,S002,KitKat Bar,Clothing,East,205,90,143,249.71,281.71,1,Cloudy,1,310.82,Winter,8,1.7,0.136,0,Medium,323
31-05-2022,S003,KitKat Bar,Groceries,West,339,327,96,194.88,478.54,44,Rainy,0,574.03,Spring,10,3.8,0.135,0,Large,255
16-05-2022,S001,Peanut Chikki Bar,Groceries,South,223,223,9,134,329.28,8,Snowy,0,298.85,Summer,13,2.3,0.145,0,Small,561
23-06-2022,S003,Coffee Crunch Bar,Toys,North,236,184,200,78.59,280.38,46,Sunny,0,248,Summer,3,2.6,0.086,0,Medium,296
01-05-2022,S004,Lays Chips,Clothing,North,327,4,138,64.63,459.44,44,Rainy,1,495.43,Summer,1,4.2,0.064,0,Large,967
09-03-2022,S003,Mango Ice Cream,Electronics,North,385,275,109,267.61,434.61,29,Snowy,1,462.85,Spring,13,2.2,0.052,0,Medium,472
16-04-2022,S005,Chocolate Donut,Clothing,North,89,0,146,72.5,125.49,5,Rainy,1,144.86,Summer,13,3.2,0.145,0,Small,402
18-01-2022,S002,Strawberry Sundae,Electronics,West,412,403,51,251.07,58.1,31,Cloudy,0,51.62,Autumn,4,1.6,0.059,0,Medium,723
06-01-2022,S001,Oreo Biscuit,Clothing,South,360,190,190,250.21,18.23,35,Cloudy,1,16.46,Autumn,6,3,0.068,0,Large,183
24-06-2022,S001,Oreo Biscuit,Clothing,East,325,319,25,169.97,177.09,20,Cloudy,0,203.96,Summer,14,2.4,0.191,0,Large,609
05-03-2022,S002,Caramel Popcorn,Electronics,East,373,242,40,236.4,124.92,0,Sunny,1,136.2,Spring,5,1.6,0.066,0,Small,841
28-02-2022,S003,KitKat Bar,Groceries,East,110,109,145,149.77,302.61,6,Snowy,1,286.63,Spring,7,3.9,0.14,0,Medium,645
02-05-2022,S003,Oreo Biscuit,Clothing,West,213,68,42,139.38,264.87,2,Rainy,1,235.51,Winter,2,3.3,0.175,0,Small,208
22-03-2022,S004,Chocolate Donut,Clothing,East,50,12,35,158.84,28.67,49,Cloudy,1,30.88,Autumn,8,4.9,0.048,0,Large,372
08-06-2022,S005,Blueberry Muffin,Groceries,East,87,17,195,91.75,442.07,41,Cloudy,0,393.37,Summer,3,3.4,0.055,0,Small,316
20-04-2022,S003,Chocolate Donut,Electronics,South,485,155,153,65.5,20.96,24,Sunny,0,20.98,Summer,1,4.6,0.016,0,Large,352
22-03-2022,S001,Choco Lava Cake,Clothing,East,88,37,75,192.13,362.58,20,Rainy,0,425.18,Autumn,9,2,0.085,0,Small,795
01-03-2022,S002,Mango Ice Cream,Groceries,West,440,380,21,94.55,126.62,0,Snowy,1,109.62,Autumn,14,4.3,0.04,0,Medium,813
14-02-2022,S002,Blueberry Muffin,Groceries,North,83,3,9,150.34,94.2,32,Sunny,0,87.98,Autumn,9,2.4,0.073,0,Large,181
26-05-2022,S005,KitKat Bar,Clothing,East,221,212,17,270.94,64.73,41,Rainy,0,77.35,Winter,12,1.1,0.066,0,Large,306
30-05-2022,S004,Caramel Popcorn,Electronics,East,202,122,144,207.33,407.85,30,Rainy,0,425.11,Summer,2,2.2,0.038,0,Small,488
27-01-2022,S002,Butter Scotch Cup,Toys,North,417,149,114,209.45,212.24,26,Sunny,1,232.68,Autumn,14,1.6,0.083,0,Medium,416
13-06-2022,S004,Chocolate Donut,Electronics,South,386,14,102,222.5,146.67,43,Sunny,1,118.63,Spring,10,4.3,0.118,0,Large,387
04-03-2022,S005,Dairy Milk Chocolate,Electronics,West,190,66,41,74.98,477.57,22,Sunny,1,469.7,Autumn,8,4.1,0.005,0,Small,931
03-05-2022,S001,Butter Scotch Cup,Clothing,North,189,145,24,251.23,160.51,39,Sunny,1,180.98,Winter,5,4,0.134,0,Small,671
20-05-2022,S005,Coffee Crunch Bar,Electronics,East,334,184,146,162.11,419.7,48,Cloudy,0,500.87,Spring,5,2.6,0.052,0,Medium,987
09-03-2022,S003,Dark Fantasy Cookie,Electronics,South,461,205,156,153.96,163.08,27,Snowy,1,153.79,Winter,4,2.6,0.059,0,Large,664
16-01-2022,S001,Lays Chips,Toys,East,104,47,186,275.61,329.55,39,Rainy,1,268.22,Summer,4,2,0.107,0,Medium,909
03-06-2022,S004,Strawberry Sundae,Electronics,North,248,64,132,175.74,145.04,38,Snowy,0,117.98,Summer,9,1.6,0.192,0,Small,901
10-01-2022,S001,KitKat Bar,Electronics,North,112,26,146,183.08,101.05,47,Sunny,1,84.24,Spring,11,3.8,0.046,0,Small,83
22-04-2022,S004,KitKat Bar,Toys,South,123,93,115,183.63,136.43,28,Cloudy,1,149.38,Summer,5,2.8,0.062,0,Small,817
13-01-2022,S001,Butter Scotch Cup,Toys,North,381,123,24,254.37,296.91,29,Sunny,0,246.22,Winter,11,4.2,0.094,0,Large,118
27-06-2022,S004,Lays Chips,Toys,North,244,29,179,66.69,73.06,7,Cloudy,0,63.26,Autumn,1,4,0.164,0,Medium,976
07-05-2022,S001,Vanilla Cone,Toys,South,255,28,176,197,106,36,Rainy,0,102.64,Spring,5,4.7,0.086,0,Small,54
16-01-2022,S005,Mint Choco Stick,Electronics,East,277,63,97,108.68,79.28,35,Snowy,1,87.2,Spring,3,1.7,0.04,0,Large,70
22-04-2022,S005,Chocolate Donut,Toys,South,128,13,10,104.96,215.16,25,Snowy,1,246.54,Winter,9,2,0.111,0,Large,196
08-05-2022,S005,Caramel Popcorn,Toys,South,100,53,115,83.78,300.07,1,Snowy,1,298.7,Summer,4,4.1,0.05,0,Small,604
18-05-2022,S001,Dairy Milk Chocolate,Clothing,North,401,356,145,147.45,60.9,10,Rainy,0,50.41,Winter,12,2.4,0.05,0,Large,187
15-04-2022,S005,Pineapple Ice Cream,Clothing,East,465,457,36,169.74,403.66,19,Rainy,1,323.02,Summer,6,4.9,0.129,0,Medium,465
11-05-2022,S003,Mango Ice Cream,Toys,South,326,50,20,139.41,479.53,16,Rainy,0,389.25,Spring,10,2.1,0.093,0,Large,408
11-01-2022,S004,Oreo Biscuit,Groceries,West,196,176,163,124,402.04,34,Sunny,0,325.89,Autumn,5,2,0.121,0,Small,426
09-02-2022,S004,Butter Scotch Cup,Toys,South,376,238,23,217.67,34.8,47,Cloudy,1,34.7,Summer,6,1.1,0.112,0,Small,869
22-05-2022,S003,Choco Lava Cake,Toys,South,354,94,148,163.05,399.48,23,Rainy,1,381.33,Summer,10,4.3,0.185,0,Medium,234
29-06-2022,S003,Dark Fantasy Cookie,Electronics,North,138,115,79,276.7,38.82,49,Rainy,0,34.93,Winter,2,1.6,0.018,0,Large,813
28-04-2022,S005,Strawberry Sundae,Clothing,North,468,277,75,151.06,66.71,41,Cloudy,0,66.46,Summer,8,1.3,0.061,0,Medium,258
15-05-2022,S004,Dairy Milk Chocolate,Electronics,West,356,139,125,154.69,401.32,31,Snowy,0,330.21,Spring,9,2.7,0.19,0,Small,429
07-01-2022,S005,Oreo Biscuit,Clothing,South,118,45,22,279.91,10.43,29,Cloudy,0,9.33,Winter,11,1.7,0.183,0,Medium,495
28-06-2022,S005,Blueberry Muffin,Toys,East,488,178,0,77.98,135.7,39,Cloudy,1,137.21,Autumn,3,3.3,0.049,0,Small,118
24-05-2022,S001,Oreo Biscuit,Electronics,North,185,57,69,64.34,69.56,24,Snowy,0,82.05,Winter,3,2.7,0.038,0,Large,656
29-01-2022,S002,KitKat Bar,Electronics,South,67,63,73,135.73,153.25,2,Cloudy,1,155.07,Autumn,13,1.9,0.037,0,Large,616
18-02-2022,S003,Mint Choco Stick,Clothing,North,258,39,170,63.28,102.4,25,Rainy,1,81.94,Autumn,14,2.6,0.174,0,Small,128
08-05-2022,S003,Blueberry Muffin,Groceries,North,267,89,166,59.23,228.12,17,Sunny,1,264.28,Summer,9,2.2,0.008,0,Large,413
10-05-2022,S003,Cheese Crackers,Toys,South,101,90,52,142.54,122.73,18,Rainy,1,107.75,Summer,12,1.6,0.169,0,Large,305
09-06-2022,S002,Choco Lava Cake,Toys,East,201,75,135,200.84,451.73,11,Snowy,0,412.52,Autumn,14,1.4,0.155,0,Large,237
20-05-2022,S003,KitKat Bar,Toys,South,405,121,161,268.89,238,12,Sunny,0,262.03,Summer,7,4.3,0.067,0,Large,266
14-02-2022,S005,Dairy Milk Chocolate,Groceries,West,344,182,163,284.77,464.18,31,Cloudy,1,419.65,Summer,14,4.6,0.138,0,Small,965
12-05-2022,S002,Caramel Popcorn,Electronics,West,99,36,124,213.06,10.04,10,Sunny,0,9.09,Autumn,4,4.4,0.08,0,Medium,169
14-06-2022,S003,KitKat Bar,Clothing,East,231,196,178,285.22,416.3,14,Sunny,1,410.03,Spring,5,4.8,0.127,0,Medium,948
22-04-2022,S001,Oreo Biscuit,Clothing,South,430,137,59,160.63,199.21,4,Rainy,0,218.06,Spring,11,4,0.191,0,Medium,468
23-03-2022,S005,Strawberry Sundae,Electronics,North,197,156,189,252.66,484.43,35,Rainy,1,452.66,Winter,1,2.5,0.127,0,Large,495
17-04-2022,S004,Mango Ice Cream,Groceries,North,305,264,47,78.5,482.75,47,Cloudy,1,514.69,Summer,8,2.2,0.105,0,Large,141
28-04-2022,S005,Dairy Milk Chocolate,Clothing,North,71,53,161,115.4,363.16,31,Rainy,1,349.88,Summer,7,3,0.025,0,Small,951
02-03-2022,S001,Oreo Biscuit,Electronics,South,385,130,76,286.75,247.79,31,Cloudy,0,204.17,Spring,4,5,0.018,0,Medium,429
16-03-2022,S002,Caramel Popcorn,Electronics,West,352,247,161,227.07,450.14,50,Rainy,1,396,Autumn,3,2.8,0.1,0,Medium,309
25-06-2022,S002,Cheese Crackers,Toys,North,267,182,141,100.26,403.46,19,Cloudy,1,463.36,Summer,13,1.5,0.026,0,Large,85
09-04-2022,S004,KitKat Bar,Toys,East,371,354,153,270.63,306.43,20,Snowy,0,319.31,Summer,8,2.8,0.095,0,Small,123
10-06-2022,S003,Fruit Jelly Cup,Clothing,South,485,230,130,79.55,304.63,7,Snowy,1,261.79,Spring,12,3.7,0.04,0,Medium,214
18-01-2022,S004,Vanilla Cone,Electronics,South,237,121,166,151.03,172.99,21,Cloudy,0,204.26,Summer,1,1.7,0.004,0,Large,650
02-04-2022,S003,Dark Fantasy Cookie,Electronics,South,247,67,60,161.91,385.64,12,Sunny,0,452.59,Autumn,10,3.7,0.102,0,Medium,77
20-02-2022,S003,Vanilla Cone,Clothing,West,87,4,77,169.32,246.82,47,Snowy,1,204.32,Autumn,5,4,0.137,0,Small,650
